tiempo,x,y,z,xe,ye,ze
32.898,2.24,0.00,1.82,2.24,0.00,1.50
32.899,2.24,0.00,1.82,2.24,0.00,1.50
32.900,2.24,0.00,1.81,2.24,0.00,1.50
32.901,2.24,0.00,1.81,2.24,0.00,1.50
32.902,2.24,0.00,1.81,2.24,0.00,1.50
32.903,2.24,0.00,1.81,2.24,0.00,1.50
32.904,2.24,0.00,1.81,2.24,0.00,1.50
32.905,2.24,0.00,1.81,2.24,0.00,1.50
32.906,2.24,0.00,1.81,2.24,0.00,1.50
32.907,2.24,0.00,1.81,2.24,0.00,1.50
32.908,2.24,0.00,1.81,2.24,0.00,1.50
32.909,2.24,0.00,1.81,2.24,0.00,1.50
32.910,2.24,0.00,1.81,2.24,0.00,1.50
32.911,2.24,0.00,1.81,2.24,0.00,1.50
32.912,2.24,0.00,1.81,2.24,0.00,1.50
32.913,2.24,0.00,1.81,2.24,0.00,1.50
32.914,2.24,0.00,1.81,2.24,0.00,1.50
32.915,2.24,0.00,1.81,2.24,0.00,1.50
32.916,2.24,0.00,1.81,2.24,0.00,1.50
32.917,2.24,0.00,1.81,2.24,0.00,1.50
32.918,2.24,0.00,1.81,2.24,0.00,1.50
32.919,2.24,0.00,1.81,2.24,0.00,1.50
32.920,2.24,0.00,1.81,2.24,0.00,1.50
32.921,2.24,0.00,1.81,2.24,0.00,1.50
32.922,2.24,0.00,1.81,2.24,0.00,1.50
32.923,2.24,0.00,1.81,2.24,0.00,1.50
32.924,2.24,0.00,1.81,2.24,0.00,1.50
32.925,2.24,0.00,1.81,2.24,0.00,1.50
32.926,2.24,0.00,1.81,2.24,0.00,1.50
32.927,2.24,0.00,1.81,2.24,0.00,1.50
32.928,2.24,0.00,1.81,2.24,0.00,1.50
32.929,2.24,0.00,1.81,2.24,0.00,1.50
32.930,2.24,0.00,1.81,2.24,0.00,1.50
32.931,2.24,0.00,1.81,2.24,0.00,1.50
32.932,2.24,0.00,1.81,2.24,0.00,1.50
32.933,2.24,0.00,1.81,2.24,0.00,1.50
32.934,2.24,0.00,1.81,2.24,0.00,1.50
32.935,2.24,0.00,1.81,2.24,0.00,1.50
32.936,2.24,0.00,1.81,2.24,0.00,1.50
32.937,2.24,0.00,1.81,2.24,0.00,1.50
32.938,2.24,0.00,1.81,2.24,0.00,1.50
32.939,2.24,0.00,1.81,2.24,0.00,1.50
32.940,2.24,0.00,1.81,2.24,0.00,1.50
32.941,2.24,0.00,1.81,2.24,0.00,1.50
32.942,2.24,0.00,1.81,2.24,0.00,1.50
32.943,2.24,0.00,1.81,2.24,0.00,1.50
32.944,2.24,0.00,1.81,2.24,0.00,1.50
32.945,2.24,0.00,1.81,2.24,0.00,1.50
32.946,2.24,0.00,1.81,2.24,0.00,1.50
32.947,2.24,0.00,1.81,2.24,0.00,1.50
32.948,2.24,0.00,1.81,2.24,0.00,1.50
32.949,2.24,0.00,1.81,2.24,0.00,1.50
32.950,2.24,0.00,1.81,2.24,0.00,1.50
32.951,2.24,0.00,1.81,2.24,0.00,1.50
32.952,2.24,0.00,1.81,2.24,0.00,1.50
32.953,2.24,0.00,1.81,2.24,0.00,1.50
32.954,2.24,0.00,1.81,2.24,0.00,1.50
32.955,2.24,0.00,1.81,2.24,0.00,1.50
32.956,2.24,0.00,1.81,2.24,0.00,1.50
32.957,2.24,0.00,1.81,2.24,0.00,1.50
32.958,2.24,0.00,1.81,2.24,0.00,1.50
32.959,2.24,0.00,1.81,2.24,0.00,1.50
32.960,2.24,0.00,1.81,2.24,0.00,1.50
32.961,2.24,0.00,1.81,2.24,0.00,1.50
32.962,2.24,0.00,1.81,2.24,0.00,1.50
32.963,2.24,0.00,1.81,2.24,0.00,1.50
32.964,2.24,0.00,1.81,2.24,0.00,1.50
32.965,2.24,0.00,1.81,2.24,0.00,1.50
32.966,2.24,0.00,1.81,2.24,0.00,1.50
32.967,2.24,0.00,1.81,2.24,0.00,1.50
32.968,2.24,0.00,1.81,2.24,0.00,1.50
32.969,2.24,0.00,1.80,2.24,0.00,1.50
32.970,2.24,0.00,1.80,2.24,0.00,1.50
32.971,2.24,0.00,1.80,2.24,0.00,1.50
32.972,2.24,0.00,1.80,2.24,0.00,1.50
32.973,2.24,0.00,1.80,2.24,0.00,1.50
32.974,2.24,0.00,1.80,2.24,0.00,1.50
32.975,2.24,0.00,1.80,2.24,0.00,1.50
32.976,2.24,0.00,1.80,2.24,0.00,1.50
32.977,2.24,0.00,1.80,2.24,0.00,1.50
32.978,2.24,0.00,1.80,2.24,0.00,1.50
32.979,2.24,0.00,1.80,2.24,0.00,1.50
32.980,2.24,0.00,1.80,2.24,0.00,1.50
32.981,2.24,0.00,1.80,2.24,0.00,1.49
32.982,2.24,0.00,1.80,2.24,0.00,1.49
32.983,2.24,0.00,1.80,2.24,0.00,1.49
32.984,2.24,0.00,1.80,2.24,0.00,1.49
32.985,2.24,0.00,1.80,2.24,0.00,1.49
32.986,2.24,0.00,1.80,2.24,0.00,1.49
32.986,2.24,0.00,1.80,2.24,0.00,1.49
32.987,2.24,0.00,1.80,2.24,0.00,1.49
32.988,2.24,0.00,1.80,2.24,0.00,1.49
32.989,2.24,0.00,1.80,2.24,0.00,1.49
32.990,2.24,0.00,1.80,2.24,0.00,1.49
32.991,2.24,0.00,1.80,2.24,0.00,1.49
32.992,2.24,0.00,1.80,2.24,0.00,1.49
32.993,2.24,0.00,1.80,2.24,0.00,1.49
32.994,2.24,0.00,1.80,2.24,0.00,1.49
32.995,2.24,0.00,1.80,2.24,0.00,1.49
32.996,2.24,0.00,1.80,2.24,0.00,1.49
32.997,2.24,0.00,1.80,2.24,0.00,1.49
32.998,2.24,0.00,1.80,2.24,0.00,1.49
32.999,2.24,0.00,1.80,2.24,0.00,1.49
33.000,2.24,0.00,1.80,2.24,0.00,1.49
33.001,2.24,0.00,1.80,2.24,0.00,1.49
33.002,2.24,0.00,1.80,2.24,0.00,1.49
33.003,2.24,0.00,1.80,2.24,0.00,1.49
33.004,2.24,0.00,1.80,2.24,0.00,1.49
33.005,2.24,0.00,1.80,2.24,0.00,1.49
33.006,2.24,0.00,1.80,2.24,0.00,1.49
33.007,2.24,0.00,1.80,2.24,0.00,1.49
33.008,2.24,0.00,1.80,2.24,0.00,1.49
33.009,2.24,0.00,1.80,2.24,0.00,1.49
33.010,2.24,0.00,1.80,2.24,0.00,1.49
33.011,2.24,0.00,1.80,2.24,0.00,1.49
33.012,2.24,0.00,1.80,2.24,0.00,1.49
33.013,2.24,0.00,1.80,2.24,0.00,1.49
33.014,2.24,0.00,1.80,2.24,0.00,1.49
33.015,2.24,0.00,1.80,2.24,0.00,1.49
33.016,2.24,0.00,1.80,2.24,0.00,1.49
33.017,2.24,0.00,1.80,2.24,0.00,1.49
33.018,2.24,0.00,1.80,2.24,0.00,1.49
33.019,2.24,0.00,1.80,2.24,0.00,1.49
33.020,2.24,0.00,1.80,2.24,0.00,1.49
33.021,2.24,0.00,1.80,2.24,0.00,1.49
33.022,2.24,0.00,1.80,2.24,0.00,1.49
33.023,2.24,0.00,1.80,2.24,0.00,1.49
33.024,2.24,0.00,1.80,2.24,0.00,1.49
33.025,2.24,0.00,1.80,2.24,0.00,1.49
33.026,2.24,0.00,1.80,2.24,0.00,1.49
33.027,2.24,0.00,1.80,2.24,0.00,1.49
33.028,2.24,0.00,1.80,2.24,0.00,1.49
33.029,2.24,0.00,1.80,2.24,0.00,1.49
33.030,2.24,0.00,1.80,2.24,0.00,1.49
33.031,2.24,0.00,1.80,2.24,0.00,1.49
33.032,2.24,0.00,1.80,2.24,0.00,1.49
33.033,2.24,0.00,1.80,2.24,0.00,1.49
33.034,2.24,0.00,1.80,2.24,0.00,1.49
33.035,2.24,0.00,1.80,2.24,0.00,1.49
33.036,2.24,0.00,1.80,2.24,0.00,1.49
33.037,2.24,0.00,1.80,2.24,0.00,1.49
33.038,2.24,0.00,1.80,2.24,0.00,1.49
33.039,2.24,0.00,1.79,2.24,0.00,1.49
33.040,2.24,0.00,1.79,2.24,0.00,1.49
33.041,2.24,0.00,1.79,2.24,0.00,1.49
33.042,2.24,0.00,1.79,2.24,0.00,1.49
33.043,2.24,0.00,1.79,2.24,0.00,1.49
33.044,2.24,0.00,1.79,2.24,0.00,1.49
33.045,2.24,0.00,1.79,2.24,0.00,1.49
33.046,2.24,0.00,1.79,2.24,0.00,1.49
33.047,2.24,0.00,1.79,2.24,0.00,1.49
33.048,2.24,0.00,1.79,2.24,0.00,1.49
33.049,2.24,0.00,1.79,2.24,0.00,1.49
33.050,2.24,0.00,1.79,2.24,0.00,1.49
33.051,2.24,0.00,1.79,2.24,0.00,1.49
33.052,2.24,0.00,1.79,2.24,0.00,1.49
33.053,2.24,0.00,1.79,2.24,0.00,1.49
33.054,2.24,0.00,1.79,2.24,0.00,1.49
33.055,2.24,0.00,1.79,2.24,0.00,1.49
33.056,2.24,0.00,1.79,2.24,0.00,1.49
33.057,2.24,0.00,1.79,2.24,0.00,1.49
33.058,2.24,0.00,1.79,2.24,0.00,1.49
33.059,2.24,0.00,1.79,2.24,0.00,1.49
33.060,2.24,0.00,1.79,2.24,0.00,1.49
33.061,2.24,0.00,1.79,2.24,0.00,1.49
33.062,2.24,0.00,1.79,2.24,0.00,1.49
33.063,2.24,0.00,1.79,2.24,0.00,1.49
33.064,2.24,0.00,1.79,2.24,0.00,1.49
33.065,2.24,0.00,1.79,2.24,0.00,1.48
33.066,2.24,0.00,1.79,2.24,0.00,1.48
33.067,2.24,0.00,1.79,2.24,0.00,1.48
33.068,2.24,0.00,1.79,2.24,0.00,1.48
33.069,2.24,0.00,1.79,2.24,0.00,1.48
33.070,2.24,0.00,1.79,2.24,0.00,1.48
33.071,2.24,0.00,1.79,2.24,0.00,1.48
33.072,2.24,0.00,1.79,2.24,0.00,1.48
33.073,2.24,0.00,1.79,2.24,0.00,1.48
33.074,2.24,0.00,1.79,2.24,0.00,1.48
33.075,2.24,0.00,1.79,2.24,0.00,1.48
33.076,2.24,0.00,1.79,2.24,0.00,1.48
33.077,2.24,0.00,1.79,2.24,0.00,1.48
33.078,2.24,0.00,1.79,2.24,0.00,1.48
33.079,2.24,0.00,1.79,2.24,0.00,1.48
33.080,2.24,0.00,1.79,2.24,0.00,1.48
33.081,2.24,0.00,1.79,2.24,0.00,1.48
33.082,2.24,0.00,1.79,2.24,0.00,1.48
33.083,2.24,0.00,1.79,2.24,0.00,1.48
33.084,2.24,0.00,1.79,2.24,0.00,1.48
33.085,2.24,0.00,1.79,2.24,0.00,1.48
33.086,2.24,0.00,1.79,2.24,0.00,1.48
33.087,2.24,0.00,1.79,2.24,0.00,1.48
33.088,2.24,0.00,1.79,2.24,0.00,1.48
33.089,2.24,0.00,1.79,2.24,0.00,1.48
33.090,2.24,0.00,1.79,2.24,0.00,1.48
33.091,2.24,0.00,1.79,2.24,0.00,1.48
33.092,2.24,0.00,1.79,2.24,0.00,1.48
33.093,2.24,0.00,1.79,2.24,0.00,1.48
33.094,2.24,0.00,1.79,2.24,0.00,1.48
33.095,2.24,0.00,1.79,2.24,0.00,1.48
33.096,2.24,0.00,1.79,2.24,0.00,1.48
33.097,2.24,0.00,1.79,2.24,0.00,1.48
33.098,2.24,0.00,1.79,2.24,0.00,1.48
33.099,2.24,0.00,1.79,2.24,0.00,1.48
33.100,2.24,0.00,1.79,2.24,0.00,1.48
33.101,2.24,0.00,1.79,2.24,0.00,1.48
33.102,2.24,0.00,1.79,2.24,0.00,1.48
33.103,2.24,0.00,1.79,2.24,0.00,1.48
33.104,2.24,0.00,1.79,2.24,0.00,1.48
33.105,2.24,0.00,1.79,2.24,0.00,1.48
33.106,2.24,0.00,1.79,2.24,0.00,1.48
33.107,2.24,0.00,1.79,2.24,0.00,1.48
33.108,2.24,0.00,1.79,2.24,0.00,1.48
33.109,2.24,0.00,1.78,2.24,0.00,1.48
33.110,2.24,0.00,1.78,2.24,0.00,1.48
33.111,2.24,0.00,1.78,2.24,0.00,1.48
33.112,2.24,0.00,1.78,2.24,0.00,1.48
33.113,2.24,0.00,1.78,2.24,0.00,1.48
33.114,2.24,0.00,1.78,2.24,0.00,1.48
33.115,2.24,0.00,1.78,2.24,0.00,1.48
33.116,2.24,0.00,1.78,2.24,0.00,1.48
33.117,2.24,0.00,1.78,2.24,0.00,1.48
33.118,2.24,0.00,1.78,2.24,0.00,1.48
33.119,2.24,0.00,1.78,2.24,0.00,1.48
33.120,2.24,0.00,1.78,2.24,0.00,1.48
33.121,2.24,0.00,1.78,2.24,0.00,1.48
33.122,2.24,0.00,1.78,2.24,0.00,1.48
33.123,2.24,0.00,1.78,2.24,0.00,1.48
33.124,2.24,0.00,1.78,2.24,0.00,1.48
33.125,2.24,0.00,1.78,2.24,0.00,1.48
33.126,2.24,0.00,1.78,2.24,0.00,1.48
33.127,2.24,0.00,1.78,2.24,0.00,1.48
33.128,2.24,0.00,1.78,2.24,0.00,1.48
33.129,2.24,0.00,1.78,2.24,0.00,1.48
33.130,2.24,0.00,1.78,2.24,0.00,1.48
33.131,2.24,0.00,1.78,2.24,0.00,1.48
33.132,2.24,0.00,1.78,2.24,0.00,1.48
33.133,2.24,0.00,1.78,2.24,0.00,1.48
33.134,2.24,0.00,1.78,2.24,0.00,1.48
33.135,2.24,0.00,1.78,2.24,0.00,1.48
33.136,2.24,0.00,1.78,2.24,0.00,1.48
33.137,2.24,0.00,1.78,2.24,0.00,1.48
33.138,2.24,0.00,1.78,2.24,0.00,1.48
33.139,2.24,0.00,1.78,2.24,0.00,1.48
33.140,2.24,0.00,1.78,2.24,0.00,1.48
33.141,2.24,0.00,1.78,2.24,0.00,1.48
33.142,2.24,0.00,1.78,2.24,0.00,1.48
33.143,2.24,0.00,1.78,2.24,0.00,1.48
33.144,2.24,0.00,1.78,2.24,0.00,1.48
33.145,2.24,0.00,1.78,2.24,0.00,1.48
33.146,2.24,0.00,1.78,2.24,0.00,1.48
33.147,2.24,0.00,1.78,2.24,0.00,1.48
33.148,2.24,0.00,1.78,2.24,0.00,1.48
33.149,2.24,0.00,1.78,2.24,0.00,1.48
33.150,2.24,0.00,1.78,2.24,0.00,1.47
33.151,2.24,0.00,1.78,2.24,0.00,1.47
33.152,2.24,0.00,1.78,2.24,0.00,1.47
33.153,2.24,0.00,1.78,2.24,0.00,1.47
33.154,2.24,0.00,1.78,2.24,0.00,1.47
33.155,2.24,0.00,1.78,2.24,0.00,1.47
33.156,2.24,0.00,1.78,2.24,0.00,1.47
33.157,2.24,0.00,1.78,2.24,0.00,1.47
33.158,2.24,0.00,1.78,2.24,0.00,1.47
33.159,2.24,0.00,1.78,2.24,0.00,1.47
33.160,2.24,0.00,1.78,2.24,0.00,1.47
33.161,2.24,0.00,1.78,2.24,0.00,1.47
33.162,2.24,0.00,1.78,2.24,0.00,1.47
33.163,2.24,0.00,1.78,2.24,0.00,1.47
33.164,2.24,0.00,1.78,2.24,0.00,1.47
33.165,2.24,0.00,1.78,2.24,0.00,1.47
33.166,2.24,0.00,1.78,2.24,0.00,1.47
33.167,2.24,0.00,1.78,2.24,0.00,1.47
33.168,2.24,0.00,1.78,2.24,0.00,1.47
33.169,2.24,0.00,1.78,2.24,0.00,1.47
33.170,2.24,0.00,1.78,2.24,0.00,1.47
33.171,2.24,0.00,1.78,2.24,0.00,1.47
33.172,2.24,0.00,1.78,2.24,0.00,1.47
33.173,2.24,0.00,1.78,2.24,0.00,1.47
33.174,2.24,0.00,1.78,2.24,0.00,1.47
33.175,2.24,0.00,1.78,2.24,0.00,1.47
33.176,2.24,0.00,1.78,2.24,0.00,1.47
33.177,2.24,0.00,1.78,2.24,0.00,1.47
33.178,2.24,0.00,1.78,2.24,0.00,1.47
33.179,2.24,0.00,1.78,2.24,0.00,1.47
33.180,2.24,0.00,1.77,2.24,0.00,1.47
33.181,2.24,0.00,1.77,2.24,0.00,1.47
33.182,2.24,0.00,1.77,2.24,0.00,1.47
33.183,2.24,0.00,1.77,2.24,0.00,1.47
33.184,2.24,0.00,1.77,2.24,0.00,1.47
33.185,2.24,0.00,1.77,2.24,0.00,1.47
33.186,2.24,0.00,1.77,2.24,0.00,1.47
33.187,2.24,0.00,1.77,2.24,0.00,1.47
33.188,2.24,0.00,1.77,2.24,0.00,1.47
33.189,2.24,0.00,1.77,2.24,0.00,1.47
33.190,2.24,0.00,1.77,2.24,0.00,1.47
33.191,2.24,0.00,1.77,2.24,0.00,1.47
33.192,2.24,0.00,1.77,2.24,0.00,1.47
33.193,2.24,0.00,1.77,2.24,0.00,1.47
33.194,2.24,0.00,1.77,2.24,0.00,1.47
33.195,2.24,0.00,1.77,2.24,0.00,1.47
33.196,2.24,0.00,1.77,2.24,0.00,1.47
33.197,2.24,0.00,1.77,2.24,0.00,1.47
33.198,2.24,0.00,1.77,2.24,0.00,1.47
33.199,2.24,0.00,1.77,2.24,0.00,1.47
33.200,2.24,0.00,1.77,2.24,0.00,1.47
33.201,2.24,0.00,1.77,2.24,0.00,1.47
33.202,2.24,0.00,1.77,2.24,0.00,1.47
33.203,2.24,0.00,1.77,2.24,0.00,1.47
33.204,2.24,0.00,1.77,2.24,0.00,1.47
33.205,2.24,0.00,1.77,2.24,0.00,1.47
33.206,2.24,0.00,1.77,2.24,0.00,1.47
33.207,2.24,0.00,1.77,2.24,0.00,1.47
33.208,2.24,0.00,1.77,2.24,0.00,1.47
33.209,2.24,0.00,1.77,2.24,0.00,1.47
33.210,2.24,0.00,1.77,2.24,0.00,1.47
33.211,2.24,0.00,1.77,2.24,0.00,1.47
33.212,2.24,0.00,1.77,2.24,0.00,1.47
33.213,2.24,0.00,1.77,2.24,0.00,1.47
33.214,2.24,0.00,1.77,2.24,0.00,1.47
33.215,2.24,0.00,1.77,2.24,0.00,1.47
33.216,2.24,0.00,1.77,2.24,0.00,1.47
33.217,2.24,0.00,1.77,2.24,0.00,1.47
33.218,2.24,0.00,1.77,2.24,0.00,1.47
33.219,2.24,0.00,1.77,2.24,0.00,1.47
33.220,2.24,0.00,1.77,2.24,0.00,1.47
33.221,2.24,0.00,1.77,2.24,0.00,1.47
33.222,2.24,0.00,1.77,2.24,0.00,1.47
33.223,2.24,0.00,1.77,2.24,0.00,1.47
33.224,2.24,0.00,1.77,2.24,0.00,1.47
33.225,2.24,0.00,1.77,2.24,0.00,1.47
33.226,2.24,0.00,1.77,2.24,0.00,1.47
33.227,2.24,0.00,1.77,2.24,0.00,1.47
33.228,2.24,0.00,1.77,2.24,0.00,1.47
33.229,2.24,0.00,1.77,2.24,0.00,1.47
33.230,2.24,0.00,1.77,2.24,0.00,1.47
33.231,2.24,0.00,1.77,2.24,0.00,1.47
33.232,2.24,0.00,1.77,2.24,0.00,1.47
33.233,2.24,0.00,1.77,2.24,0.00,1.47
33.234,2.24,0.00,1.77,2.24,0.00,1.47
33.235,2.24,0.00,1.77,2.24,0.00,1.47
33.236,2.24,0.00,1.77,2.24,0.00,1.47
33.237,2.24,0.00,1.77,2.24,0.00,1.46
33.238,2.24,0.00,1.77,2.24,0.00,1.46
33.239,2.24,0.00,1.77,2.24,0.00,1.46
33.240,2.24,0.00,1.77,2.24,0.00,1.46
33.241,2.24,0.00,1.77,2.24,0.00,1.46
33.242,2.24,0.00,1.77,2.24,0.00,1.46
33.243,2.24,0.00,1.77,2.24,0.00,1.46
33.244,2.24,0.00,1.77,2.24,0.00,1.46
33.245,2.24,0.00,1.77,2.24,0.00,1.46
33.246,2.24,0.00,1.77,2.24,0.00,1.46
33.247,2.24,0.00,1.77,2.24,0.00,1.46
33.248,2.24,0.00,1.77,2.24,0.00,1.46
33.249,2.24,0.00,1.77,2.24,0.00,1.46
33.250,2.24,0.00,1.77,2.24,0.00,1.46
33.251,2.24,0.00,1.76,2.24,0.00,1.46
33.252,2.24,0.00,1.76,2.24,0.00,1.46
33.253,2.24,0.00,1.76,2.24,0.00,1.46
33.254,2.24,0.00,1.76,2.24,0.00,1.46
33.255,2.24,0.00,1.76,2.24,0.00,1.46
33.256,2.24,0.00,1.76,2.24,0.00,1.46
33.257,2.24,0.00,1.76,2.24,0.00,1.46
33.258,2.24,0.00,1.76,2.24,0.00,1.46
33.259,2.24,0.00,1.76,2.24,0.00,1.46
33.260,2.24,0.00,1.76,2.24,0.00,1.46
33.261,2.24,0.00,1.76,2.24,0.00,1.46
33.262,2.24,0.00,1.76,2.24,0.00,1.46
33.263,2.24,0.00,1.76,2.24,0.00,1.46
33.264,2.24,0.00,1.76,2.24,0.00,1.46
33.265,2.24,0.00,1.76,2.24,0.00,1.46
33.266,2.24,0.00,1.76,2.24,0.00,1.46
33.267,2.24,0.00,1.76,2.24,0.00,1.46
33.268,2.24,0.00,1.76,2.24,0.00,1.46
33.269,2.24,0.00,1.76,2.24,0.00,1.46
33.270,2.24,0.00,1.76,2.24,0.00,1.46
33.271,2.24,0.00,1.76,2.24,0.00,1.46
33.272,2.24,0.00,1.76,2.24,0.00,1.46
33.273,2.24,0.00,1.76,2.24,0.00,1.46
33.274,2.24,0.00,1.76,2.24,0.00,1.46
33.275,2.24,0.00,1.76,2.24,0.00,1.46
33.276,2.24,0.00,1.76,2.24,0.00,1.46
33.277,2.24,0.00,1.76,2.24,0.00,1.46
33.278,2.24,0.00,1.76,2.24,0.00,1.46
33.279,2.24,0.00,1.76,2.24,0.00,1.46
33.280,2.24,0.00,1.76,2.24,0.00,1.46
33.281,2.24,0.00,1.76,2.24,0.00,1.46
33.282,2.24,0.00,1.76,2.24,0.00,1.46
33.283,2.24,0.00,1.76,2.24,0.00,1.46
33.284,2.24,0.00,1.76,2.24,0.00,1.46
33.285,2.24,0.00,1.76,2.24,0.00,1.46
33.286,2.24,0.00,1.76,2.24,0.00,1.46
33.287,2.24,0.00,1.76,2.24,0.00,1.46
33.288,2.24,0.00,1.76,2.24,0.00,1.46
33.289,2.24,0.00,1.76,2.24,0.00,1.46
33.290,2.24,0.00,1.76,2.24,0.00,1.46
33.291,2.24,0.00,1.76,2.24,0.00,1.46
33.292,2.24,0.00,1.76,2.24,0.00,1.46
33.293,2.24,0.00,1.76,2.24,0.00,1.46
33.294,2.24,0.00,1.76,2.24,0.00,1.46
33.295,2.24,0.00,1.76,2.24,0.00,1.46
33.296,2.24,0.00,1.76,2.24,0.00,1.46
33.297,2.24,0.00,1.76,2.24,0.00,1.46
33.298,2.24,0.00,1.76,2.24,0.00,1.46
33.299,2.24,0.00,1.76,2.24,0.00,1.46
33.300,2.24,0.00,1.76,2.24,0.00,1.46
33.301,2.24,0.00,1.76,2.24,0.00,1.46
33.302,2.24,0.00,1.76,2.24,0.00,1.46
33.303,2.24,0.00,1.76,2.24,0.00,1.46
33.304,2.24,0.00,1.76,2.24,0.00,1.46
33.305,2.24,0.00,1.76,2.24,0.00,1.46
33.306,2.24,0.00,1.76,2.24,0.00,1.46
33.307,2.24,0.00,1.76,2.24,0.00,1.46
33.308,2.24,0.00,1.76,2.24,0.00,1.46
33.309,2.24,0.00,1.76,2.24,0.00,1.46
33.310,2.24,0.00,1.76,2.24,0.00,1.46
33.311,2.24,0.00,1.76,2.24,0.00,1.46
33.312,2.24,0.00,1.76,2.24,0.00,1.46
33.313,2.24,0.00,1.76,2.24,0.00,1.46
33.314,2.24,0.00,1.76,2.24,0.00,1.46
33.315,2.24,0.00,1.76,2.24,0.00,1.46
33.316,2.24,0.00,1.76,2.24,0.00,1.46
33.317,2.24,0.00,1.76,2.24,0.00,1.46
33.318,2.24,0.00,1.76,2.24,0.00,1.46
33.319,2.24,0.00,1.76,2.24,0.00,1.46
33.320,2.24,0.00,1.76,2.24,0.00,1.46
33.321,2.24,0.00,1.76,2.24,0.00,1.46
33.322,2.24,0.00,1.76,2.24,0.00,1.46
33.323,2.24,0.00,1.75,2.24,0.00,1.46
33.324,2.24,0.00,1.75,2.24,0.00,1.45
33.325,2.23,0.00,1.75,2.24,0.00,1.45
33.326,2.23,0.00,1.75,2.24,0.00,1.45
33.327,2.23,0.00,1.75,2.24,0.00,1.45
33.328,2.23,0.00,1.75,2.24,0.00,1.45
33.329,2.23,0.00,1.75,2.24,0.00,1.45
33.330,2.23,0.00,1.75,2.24,0.00,1.45
33.331,2.23,0.00,1.75,2.24,0.00,1.45
33.332,2.23,0.00,1.75,2.24,0.00,1.45
33.333,2.23,0.00,1.75,2.24,0.00,1.45
33.334,2.23,0.00,1.75,2.24,0.00,1.45
33.335,2.23,0.00,1.75,2.24,0.00,1.45
33.336,2.23,0.00,1.75,2.24,0.00,1.45
33.337,2.23,0.00,1.75,2.24,0.00,1.45
33.338,2.23,0.00,1.75,2.24,0.00,1.45
33.339,2.23,0.00,1.75,2.24,0.00,1.45
33.340,2.23,0.00,1.75,2.24,0.00,1.45
33.341,2.23,0.00,1.75,2.24,0.00,1.45
33.342,2.23,0.00,1.75,2.24,0.00,1.45
33.343,2.23,0.00,1.75,2.24,0.00,1.45
33.344,2.23,0.00,1.75,2.24,0.00,1.45
33.345,2.23,0.00,1.75,2.24,0.00,1.45
33.346,2.23,0.00,1.75,2.24,0.00,1.45
33.347,2.23,0.00,1.75,2.24,0.00,1.45
33.348,2.23,0.00,1.75,2.24,0.00,1.45
33.349,2.23,0.00,1.75,2.24,0.00,1.45
33.350,2.23,0.00,1.75,2.24,0.00,1.45
33.351,2.23,0.00,1.75,2.24,0.00,1.45
33.352,2.23,0.00,1.75,2.24,0.00,1.45
33.353,2.23,0.00,1.75,2.24,0.00,1.45
33.354,2.23,0.00,1.75,2.24,0.00,1.45
33.355,2.23,0.00,1.75,2.24,0.00,1.45
33.356,2.23,0.00,1.75,2.23,0.00,1.45
33.357,2.23,0.00,1.75,2.23,0.00,1.45
33.358,2.23,0.00,1.75,2.23,0.00,1.45
33.359,2.23,0.00,1.75,2.23,0.00,1.45
33.360,2.23,0.00,1.75,2.23,0.00,1.45
33.361,2.23,0.00,1.75,2.23,0.00,1.45
33.362,2.23,0.00,1.75,2.23,0.00,1.45
33.363,2.23,0.00,1.75,2.23,0.00,1.45
33.364,2.23,0.00,1.75,2.23,0.00,1.45
33.365,2.23,0.00,1.75,2.23,0.00,1.45
33.366,2.23,0.00,1.75,2.23,0.00,1.45
33.367,2.23,0.00,1.75,2.23,0.00,1.45
33.368,2.23,0.00,1.75,2.23,0.00,1.45
33.369,2.23,0.00,1.75,2.23,0.00,1.45
33.370,2.23,0.00,1.75,2.23,0.00,1.45
33.371,2.23,0.00,1.75,2.23,0.00,1.45
33.372,2.23,0.00,1.75,2.23,0.00,1.45
33.373,2.23,0.00,1.75,2.23,0.00,1.45
33.374,2.23,0.00,1.75,2.23,0.00,1.45
33.375,2.23,0.00,1.75,2.23,0.00,1.45
33.376,2.23,0.00,1.75,2.23,0.00,1.45
33.377,2.23,0.00,1.75,2.23,0.00,1.45
33.378,2.23,0.00,1.75,2.23,0.00,1.45
33.379,2.23,0.00,1.75,2.23,0.00,1.45
33.380,2.23,0.00,1.75,2.23,0.00,1.45
33.381,2.23,0.00,1.75,2.23,0.00,1.45
33.382,2.23,0.00,1.75,2.23,0.00,1.45
33.383,2.23,0.00,1.75,2.23,0.00,1.45
33.384,2.23,0.00,1.75,2.23,0.00,1.45
33.385,2.23,0.00,1.75,2.23,0.00,1.45
33.386,2.23,0.00,1.75,2.23,0.00,1.45
33.387,2.23,0.00,1.75,2.23,0.00,1.45
33.388,2.23,0.00,1.75,2.23,0.00,1.45
33.389,2.23,0.00,1.75,2.23,0.00,1.45
33.390,2.23,0.00,1.75,2.23,0.00,1.45
33.391,2.23,0.00,1.75,2.23,0.00,1.45
33.392,2.23,0.00,1.75,2.23,0.00,1.45
33.393,2.23,0.00,1.75,2.23,0.00,1.45
33.394,2.23,0.00,1.75,2.23,0.00,1.45
33.395,2.23,0.00,1.74,2.23,0.00,1.45
