tiempo,x,y,z,xe,ye,ze
33.396,2.23,0.00,1.74,2.23,0.00,1.45
33.397,2.23,0.00,1.74,2.23,0.00,1.45
33.398,2.23,0.00,1.74,2.23,0.00,1.45
33.399,2.23,0.00,1.74,2.23,0.00,1.45
33.400,2.23,0.00,1.74,2.23,0.00,1.45
33.401,2.23,0.00,1.74,2.23,0.00,1.45
33.402,2.23,0.00,1.74,2.23,0.00,1.45
33.403,2.23,0.00,1.74,2.23,0.00,1.45
33.404,2.23,0.00,1.74,2.23,0.00,1.45
33.405,2.23,0.00,1.74,2.23,0.00,1.45
33.406,2.23,0.00,1.74,2.23,0.00,1.45
33.407,2.23,0.00,1.74,2.23,0.00,1.45
33.408,2.23,0.00,1.74,2.23,0.00,1.45
33.409,2.23,0.00,1.74,2.23,0.00,1.44
33.410,2.23,0.00,1.74,2.23,0.00,1.44
33.411,2.23,0.00,1.74,2.23,0.00,1.44
33.412,2.23,0.00,1.74,2.23,0.00,1.44
33.413,2.23,0.00,1.74,2.23,0.00,1.44
33.414,2.23,0.00,1.74,2.23,0.00,1.44
33.415,2.23,0.00,1.74,2.23,0.00,1.44
33.416,2.23,0.00,1.74,2.23,0.00,1.44
33.417,2.23,0.00,1.74,2.23,0.00,1.44
33.418,2.23,0.00,1.74,2.23,0.00,1.44
33.419,2.23,0.00,1.74,2.23,0.00,1.44
33.420,2.23,0.00,1.74,2.23,0.00,1.44
33.421,2.23,0.00,1.74,2.23,0.00,1.44
33.422,2.23,0.00,1.74,2.23,0.00,1.44
33.423,2.23,0.00,1.74,2.23,0.00,1.44
33.424,2.23,0.00,1.74,2.23,0.00,1.44
33.425,2.23,0.00,1.74,2.23,0.00,1.44
33.426,2.23,0.00,1.74,2.23,0.00,1.44
33.427,2.23,0.00,1.74,2.23,0.00,1.44
33.428,2.23,0.00,1.74,2.23,0.00,1.44
33.429,2.23,0.00,1.74,2.23,0.00,1.44
33.430,2.23,0.00,1.74,2.23,0.00,1.44
33.431,2.23,0.00,1.74,2.23,0.00,1.44
33.432,2.23,0.00,1.74,2.23,0.00,1.44
33.433,2.23,0.00,1.74,2.23,0.00,1.44
33.434,2.23,0.00,1.74,2.23,0.00,1.44
33.435,2.23,0.00,1.74,2.23,0.00,1.44
33.436,2.23,0.00,1.74,2.23,0.00,1.44
33.437,2.23,0.00,1.74,2.23,0.00,1.44
33.438,2.23,0.00,1.74,2.23,0.00,1.44
33.439,2.23,0.00,1.74,2.23,0.00,1.44
33.440,2.23,0.00,1.74,2.23,0.00,1.44
33.441,2.23,0.00,1.74,2.23,0.00,1.44
33.442,2.23,0.00,1.74,2.23,0.00,1.44
33.443,2.23,0.00,1.74,2.23,0.00,1.44
33.444,2.23,0.00,1.74,2.23,0.00,1.44
33.445,2.23,0.00,1.74,2.23,0.00,1.44
33.446,2.23,0.00,1.74,2.23,0.00,1.44
33.447,2.23,0.00,1.74,2.23,0.00,1.44
33.448,2.23,0.00,1.74,2.23,0.00,1.44
33.449,2.23,0.00,1.74,2.23,0.00,1.44
33.450,2.23,0.00,1.74,2.23,0.00,1.44
33.451,2.23,0.00,1.74,2.23,0.00,1.44
33.452,2.23,0.00,1.74,2.23,0.00,1.44
33.453,2.23,0.00,1.74,2.23,0.00,1.44
33.454,2.23,0.00,1.74,2.23,0.00,1.44
33.455,2.23,0.00,1.74,2.23,0.00,1.44
33.456,2.23,0.00,1.74,2.23,0.00,1.44
33.457,2.23,0.00,1.74,2.23,0.00,1.44
33.458,2.23,0.00,1.74,2.23,0.00,1.44
33.459,2.23,0.00,1.74,2.23,0.00,1.44
33.460,2.23,0.00,1.74,2.23,0.00,1.44
33.461,2.23,0.00,1.74,2.23,0.00,1.44
33.462,2.23,0.00,1.74,2.23,0.00,1.44
33.463,2.23,0.00,1.74,2.23,0.00,1.44
33.464,2.23,0.00,1.74,2.23,0.00,1.44
33.465,2.23,0.00,1.74,2.23,0.00,1.44
33.466,2.23,0.00,1.74,2.23,0.00,1.44
33.467,2.23,0.00,1.73,2.23,0.00,1.44
33.468,2.23,0.00,1.73,2.23,0.00,1.44
33.469,2.23,0.00,1.73,2.23,0.00,1.44
33.470,2.23,0.00,1.73,2.23,0.00,1.44
33.471,2.23,0.00,1.73,2.23,0.00,1.44
33.472,2.23,0.00,1.73,2.23,0.00,1.44
33.473,2.23,0.00,1.73,2.23,0.00,1.44
33.474,2.23,0.00,1.73,2.23,0.00,1.44
33.475,2.23,0.00,1.73,2.23,0.00,1.44
33.476,2.23,0.00,1.73,2.23,0.00,1.44
33.477,2.23,0.00,1.73,2.23,0.00,1.44
33.478,2.23,0.00,1.73,2.23,0.00,1.44
33.479,2.23,0.00,1.73,2.23,0.00,1.44
33.480,2.23,0.00,1.73,2.23,0.00,1.44
33.481,2.23,0.00,1.73,2.23,0.00,1.44
33.482,2.23,0.00,1.73,2.23,0.00,1.44
33.483,2.23,0.00,1.73,2.23,0.00,1.44
33.484,2.23,0.00,1.73,2.23,0.00,1.44
33.485,2.23,0.00,1.73,2.23,0.00,1.44
33.486,2.23,0.00,1.73,2.23,0.00,1.44
33.487,2.23,0.00,1.73,2.23,0.00,1.44
33.488,2.23,0.00,1.73,2.23,0.00,1.44
33.489,2.23,0.00,1.73,2.23,0.00,1.44
33.490,2.23,0.00,1.73,2.23,0.00,1.44
33.491,2.23,0.00,1.73,2.23,0.00,1.44
33.492,2.23,0.00,1.73,2.23,0.00,1.44
33.493,2.23,0.00,1.73,2.23,0.00,1.44
33.494,2.23,0.00,1.73,2.23,0.00,1.44
33.495,2.23,0.00,1.73,2.23,0.00,1.44
33.496,2.23,0.00,1.73,2.23,0.00,1.43
33.497,2.23,0.00,1.73,2.23,0.00,1.43
33.498,2.23,0.00,1.73,2.23,0.00,1.43
33.499,2.23,0.00,1.73,2.23,0.00,1.43
33.500,2.23,0.00,1.73,2.23,0.00,1.43
33.501,2.23,0.00,1.73,2.23,0.00,1.43
33.502,2.23,0.00,1.73,2.23,0.00,1.43
33.503,2.23,0.00,1.73,2.23,0.00,1.43
33.504,2.23,0.00,1.73,2.23,0.00,1.43
33.505,2.23,0.00,1.73,2.23,0.00,1.43
33.506,2.23,0.00,1.73,2.23,0.00,1.43
33.507,2.23,0.00,1.73,2.23,0.00,1.43
33.508,2.23,0.00,1.73,2.23,0.00,1.43
33.509,2.23,0.00,1.73,2.23,0.00,1.43
33.510,2.23,0.00,1.73,2.23,0.00,1.43
33.511,2.23,0.00,1.73,2.23,0.00,1.43
33.512,2.23,0.00,1.73,2.23,0.00,1.43
33.513,2.23,0.00,1.73,2.23,0.00,1.43
33.514,2.23,0.00,1.73,2.23,0.00,1.43
33.515,2.23,0.00,1.73,2.23,0.00,1.43
33.516,2.23,0.00,1.73,2.23,0.00,1.43
33.517,2.23,0.00,1.73,2.23,0.00,1.43
33.518,2.23,0.00,1.73,2.23,0.00,1.43
33.519,2.23,0.00,1.73,2.23,0.00,1.43
33.520,2.23,0.00,1.73,2.23,0.00,1.43
33.521,2.23,0.00,1.73,2.23,0.00,1.43
33.522,2.23,0.00,1.73,2.23,0.00,1.43
33.523,2.23,0.00,1.73,2.23,0.00,1.43
33.524,2.23,0.00,1.73,2.23,0.00,1.43
33.525,2.23,0.00,1.73,2.23,0.00,1.43
33.526,2.23,0.00,1.73,2.23,0.00,1.43
33.527,2.23,0.00,1.73,2.23,0.00,1.43
33.528,2.23,0.00,1.73,2.23,0.00,1.43
33.529,2.23,0.00,1.73,2.23,0.00,1.43
33.530,2.23,0.00,1.73,2.23,0.00,1.43
33.531,2.23,0.00,1.73,2.23,0.00,1.43
33.532,2.23,0.00,1.73,2.23,0.00,1.43
33.533,2.23,0.00,1.73,2.23,0.00,1.43
33.534,2.23,0.00,1.73,2.23,0.00,1.43
33.535,2.23,0.00,1.73,2.23,0.00,1.43
33.536,2.23,0.00,1.73,2.23,0.00,1.43
33.537,2.23,0.00,1.73,2.23,0.00,1.43
33.538,2.23,0.00,1.73,2.23,0.00,1.43
33.539,2.23,0.00,1.73,2.23,0.00,1.43
33.540,2.23,0.00,1.72,2.23,0.00,1.43
33.541,2.23,0.00,1.72,2.23,0.00,1.43
33.542,2.23,0.00,1.72,2.23,0.00,1.43
33.543,2.23,0.00,1.72,2.23,0.00,1.43
33.544,2.23,0.00,1.72,2.23,0.00,1.43
33.545,2.23,0.00,1.72,2.23,0.00,1.43
33.546,2.23,0.00,1.72,2.23,0.00,1.43
33.547,2.23,0.00,1.72,2.23,0.00,1.43
33.548,2.23,0.00,1.72,2.23,0.00,1.43
33.549,2.23,0.00,1.72,2.23,0.00,1.43
33.550,2.23,0.00,1.72,2.23,0.00,1.43
33.551,2.23,0.00,1.72,2.23,0.00,1.43
33.552,2.23,0.00,1.72,2.23,0.00,1.43
33.553,2.23,0.00,1.72,2.23,0.00,1.43
33.554,2.23,0.00,1.72,2.23,0.00,1.43
33.555,2.23,0.00,1.72,2.23,0.00,1.43
33.556,2.23,0.00,1.72,2.23,0.00,1.43
33.557,2.23,0.00,1.72,2.23,0.00,1.43
33.558,2.23,0.00,1.72,2.23,0.00,1.43
33.559,2.23,0.00,1.72,2.23,0.00,1.43
33.560,2.23,0.00,1.72,2.23,0.00,1.43
33.561,2.23,0.00,1.72,2.23,0.00,1.43
33.562,2.23,0.00,1.72,2.23,0.00,1.43
33.563,2.23,0.00,1.72,2.23,0.00,1.43
33.564,2.23,0.00,1.72,2.23,0.00,1.43
33.565,2.23,0.00,1.72,2.23,0.00,1.43
33.566,2.23,0.00,1.72,2.23,0.00,1.43
33.567,2.23,0.00,1.72,2.23,0.00,1.43
33.568,2.23,0.00,1.72,2.23,0.00,1.43
33.569,2.23,0.00,1.72,2.23,0.00,1.43
33.570,2.23,0.00,1.72,2.23,0.00,1.43
33.571,2.23,0.00,1.72,2.23,0.00,1.43
33.572,2.23,0.00,1.72,2.23,0.00,1.43
33.573,2.23,0.00,1.72,2.23,0.00,1.43
33.574,2.23,0.00,1.72,2.23,0.00,1.43
33.575,2.23,0.00,1.72,2.23,0.00,1.43
33.576,2.23,0.00,1.72,2.23,0.00,1.43
33.577,2.23,0.00,1.72,2.23,0.00,1.43
33.578,2.23,0.00,1.72,2.23,0.00,1.43
33.579,2.23,0.00,1.72,2.23,0.00,1.43
33.580,2.23,0.00,1.72,2.23,0.00,1.43
33.581,2.23,0.00,1.72,2.23,0.00,1.43
33.582,2.23,0.00,1.72,2.23,0.00,1.43
33.583,2.23,0.00,1.72,2.23,0.00,1.43
33.584,2.23,0.00,1.72,2.23,0.00,1.42
33.585,2.23,0.00,1.72,2.23,0.00,1.42
33.586,2.23,0.00,1.72,2.23,0.00,1.42
33.587,2.23,0.00,1.72,2.23,0.00,1.42
33.588,2.23,0.00,1.72,2.23,0.00,1.42
33.589,2.23,0.00,1.72,2.23,0.00,1.42
33.590,2.23,0.00,1.72,2.23,0.00,1.42
33.591,2.23,0.00,1.72,2.23,0.00,1.42
33.592,2.23,0.00,1.72,2.23,0.00,1.42
33.593,2.23,0.00,1.72,2.23,0.00,1.42
33.594,2.23,0.00,1.72,2.23,0.00,1.42
33.595,2.23,0.00,1.72,2.23,0.00,1.42
33.596,2.23,0.00,1.72,2.23,0.00,1.42
33.597,2.23,0.00,1.72,2.23,0.00,1.42
33.598,2.23,0.00,1.72,2.23,0.00,1.42
33.599,2.23,0.00,1.72,2.23,0.00,1.42
33.600,2.23,0.00,1.72,2.23,0.00,1.42
33.601,2.23,0.00,1.72,2.23,0.00,1.42
33.602,2.23,0.00,1.72,2.23,0.00,1.42
33.603,2.23,0.00,1.72,2.23,0.00,1.42
33.604,2.23,0.00,1.72,2.23,0.00,1.42
33.605,2.23,0.00,1.72,2.23,0.00,1.42
33.606,2.23,0.00,1.72,2.23,0.00,1.42
33.607,2.23,0.00,1.72,2.23,0.00,1.42
33.608,2.23,0.00,1.72,2.23,0.00,1.42
33.609,2.23,0.00,1.72,2.23,0.00,1.42
33.610,2.23,0.00,1.72,2.23,0.00,1.42
33.611,2.23,0.00,1.72,2.23,0.00,1.42
33.612,2.23,0.00,1.72,2.23,0.00,1.42
33.613,2.23,0.00,1.71,2.23,0.00,1.42
33.614,2.23,0.00,1.71,2.23,0.00,1.42
33.615,2.23,0.00,1.71,2.23,0.00,1.42
33.616,2.23,0.00,1.71,2.23,0.00,1.42
33.617,2.23,0.00,1.71,2.23,0.00,1.42
33.618,2.23,0.00,1.71,2.23,0.00,1.42
33.619,2.23,0.00,1.71,2.23,0.00,1.42
33.620,2.23,0.00,1.71,2.23,0.00,1.42
33.621,2.23,0.00,1.71,2.23,0.00,1.42
33.622,2.23,0.00,1.71,2.23,0.00,1.42
33.623,2.23,0.00,1.71,2.23,0.00,1.42
33.624,2.23,0.00,1.71,2.23,0.00,1.42
33.625,2.23,0.00,1.71,2.23,0.00,1.42
33.626,2.23,0.00,1.71,2.23,0.00,1.42
33.627,2.23,0.00,1.71,2.23,0.00,1.42
33.628,2.23,0.00,1.71,2.23,0.00,1.42
33.629,2.23,0.00,1.71,2.23,0.00,1.42
33.630,2.23,0.00,1.71,2.23,0.00,1.42
33.631,2.23,0.00,1.71,2.23,0.00,1.42
33.632,2.23,0.00,1.71,2.23,0.00,1.42
33.633,2.23,0.00,1.71,2.23,0.00,1.42
33.634,2.23,0.00,1.71,2.23,0.00,1.42
33.635,2.23,0.00,1.71,2.23,0.00,1.42
33.636,2.23,0.00,1.71,2.23,0.00,1.42
33.637,2.23,0.00,1.71,2.23,0.00,1.42
33.638,2.23,0.00,1.71,2.23,0.00,1.42
33.639,2.23,0.00,1.71,2.23,0.00,1.42
33.640,2.23,0.00,1.71,2.23,0.00,1.42
33.641,2.23,0.00,1.71,2.23,0.00,1.42
33.642,2.23,0.00,1.71,2.23,0.00,1.42
33.643,2.23,0.00,1.71,2.23,0.00,1.42
33.644,2.23,0.00,1.71,2.23,0.00,1.42
33.645,2.23,0.00,1.71,2.23,0.00,1.42
33.646,2.23,0.00,1.71,2.23,0.00,1.42
33.647,2.23,0.00,1.71,2.23,0.00,1.42
33.648,2.23,0.00,1.71,2.23,0.00,1.42
33.649,2.23,0.00,1.71,2.23,0.00,1.42
33.650,2.23,0.00,1.71,2.23,0.00,1.42
33.651,2.23,0.00,1.71,2.23,0.00,1.42
33.652,2.23,0.00,1.71,2.23,0.00,1.42
33.653,2.23,0.00,1.71,2.23,0.00,1.42
33.654,2.23,0.00,1.71,2.23,0.00,1.42
33.655,2.23,0.00,1.71,2.23,0.00,1.42
33.656,2.23,0.00,1.71,2.23,0.00,1.42
33.657,2.23,0.00,1.71,2.23,0.00,1.42
33.658,2.23,0.00,1.71,2.23,0.00,1.42
33.659,2.23,0.00,1.71,2.23,0.00,1.42
33.660,2.23,0.00,1.71,2.23,0.00,1.42
33.661,2.23,0.00,1.71,2.23,0.00,1.42
33.662,2.23,0.00,1.71,2.23,0.00,1.42
33.663,2.23,0.00,1.71,2.23,0.00,1.42
33.664,2.23,0.00,1.71,2.23,0.00,1.42
33.665,2.23,0.00,1.71,2.23,0.00,1.42
33.666,2.23,0.00,1.71,2.23,0.00,1.42
33.667,2.23,0.00,1.71,2.23,0.00,1.42
33.668,2.23,0.00,1.71,2.23,0.00,1.42
33.669,2.23,0.00,1.71,2.23,0.00,1.42
33.670,2.23,0.00,1.71,2.23,0.00,1.42
33.671,2.23,0.00,1.71,2.23,0.00,1.42
33.672,2.23,0.00,1.71,2.23,0.00,1.42
33.673,2.23,0.00,1.71,2.23,0.00,1.41
33.674,2.23,0.00,1.71,2.23,0.00,1.41
33.675,2.23,0.00,1.71,2.23,0.00,1.41
33.676,2.23,0.00,1.71,2.23,0.00,1.41
33.677,2.23,0.00,1.71,2.23,0.00,1.41
33.678,2.23,0.00,1.71,2.23,0.00,1.41
33.679,2.23,0.00,1.71,2.23,0.00,1.41
33.680,2.23,0.00,1.71,2.23,0.00,1.41
33.681,2.23,0.00,1.71,2.23,0.00,1.41
33.682,2.23,0.00,1.71,2.23,0.00,1.41
33.683,2.23,0.00,1.71,2.23,0.00,1.41
33.684,2.23,0.00,1.71,2.23,0.00,1.41
33.685,2.23,0.00,1.71,2.23,0.00,1.41
33.686,2.23,0.00,1.71,2.23,0.00,1.41
33.687,2.23,0.00,1.70,2.23,0.00,1.41
33.688,2.23,0.00,1.70,2.23,0.00,1.41
33.689,2.23,0.00,1.70,2.23,0.00,1.41
33.690,2.23,0.00,1.70,2.23,0.00,1.41
33.691,2.23,0.00,1.70,2.23,0.00,1.41
33.692,2.23,0.00,1.70,2.23,0.00,1.41
33.693,2.23,0.00,1.70,2.23,0.00,1.41
33.694,2.23,0.00,1.70,2.23,0.00,1.41
33.695,2.23,0.00,1.70,2.23,0.00,1.41
33.696,2.23,0.00,1.70,2.23,0.00,1.41
33.697,2.23,0.00,1.70,2.23,0.00,1.41
33.698,2.23,0.00,1.70,2.23,0.00,1.41
33.699,2.23,0.00,1.70,2.23,0.00,1.41
33.700,2.23,0.00,1.70,2.23,0.00,1.41
33.701,2.23,0.00,1.70,2.23,0.00,1.41
33.702,2.23,0.00,1.70,2.23,0.00,1.41
33.703,2.23,0.00,1.70,2.23,0.00,1.41
33.704,2.23,0.00,1.70,2.23,0.00,1.41
33.705,2.23,0.00,1.70,2.23,0.00,1.41
33.706,2.23,0.00,1.70,2.23,0.00,1.41
33.707,2.23,0.00,1.70,2.23,0.00,1.41
33.708,2.23,0.00,1.70,2.23,0.00,1.41
33.709,2.23,0.00,1.70,2.23,0.00,1.41
33.710,2.23,0.00,1.70,2.23,0.00,1.41
33.711,2.23,0.00,1.70,2.23,0.00,1.41
33.712,2.23,0.00,1.70,2.23,0.00,1.41
33.713,2.23,0.00,1.70,2.23,0.00,1.41
33.714,2.23,0.00,1.70,2.23,0.00,1.41
33.715,2.23,0.00,1.70,2.23,0.00,1.41
33.716,2.23,0.00,1.70,2.23,0.00,1.41
33.717,2.23,0.00,1.70,2.23,0.00,1.41
33.718,2.23,0.00,1.70,2.23,0.00,1.41
33.719,2.23,0.00,1.70,2.23,0.00,1.41
33.720,2.23,0.00,1.70,2.23,0.00,1.41
33.721,2.23,0.00,1.70,2.23,0.00,1.41
33.722,2.23,0.00,1.70,2.23,0.00,1.41
33.723,2.23,0.00,1.70,2.23,0.00,1.41
33.724,2.23,0.00,1.70,2.23,0.00,1.41
33.725,2.23,0.00,1.70,2.23,0.00,1.41
33.726,2.23,0.00,1.70,2.23,0.00,1.41
33.727,2.23,0.00,1.70,2.23,0.00,1.41
33.728,2.23,0.00,1.70,2.23,0.00,1.41
33.729,2.23,0.00,1.70,2.23,0.00,1.41
33.730,2.23,0.00,1.70,2.23,0.00,1.41
33.731,2.23,0.00,1.70,2.23,0.00,1.41
33.732,2.23,0.00,1.70,2.23,0.00,1.41
33.733,2.23,0.00,1.70,2.23,0.00,1.41
33.734,2.23,0.00,1.70,2.23,0.00,1.41
33.735,2.23,0.00,1.70,2.23,0.00,1.41
33.736,2.23,0.00,1.70,2.23,0.00,1.41
33.737,2.23,0.00,1.70,2.23,0.00,1.41
33.738,2.23,0.00,1.70,2.23,0.00,1.41
33.739,2.23,0.00,1.70,2.23,0.00,1.41
33.740,2.23,0.00,1.70,2.23,0.00,1.41
33.741,2.23,0.00,1.70,2.23,0.00,1.41
33.742,2.23,0.00,1.70,2.23,0.00,1.41
33.743,2.23,0.00,1.70,2.23,0.00,1.41
33.744,2.23,0.00,1.70,2.23,0.00,1.41
33.745,2.23,0.00,1.70,2.23,0.00,1.41
33.746,2.23,0.00,1.70,2.23,0.00,1.41
33.747,2.23,0.00,1.70,2.23,0.00,1.41
33.748,2.23,0.00,1.70,2.23,0.00,1.41
33.749,2.23,0.00,1.70,2.23,0.00,1.41
33.750,2.23,0.00,1.70,2.23,0.00,1.41
33.751,2.23,0.00,1.70,2.23,0.00,1.41
33.752,2.23,0.00,1.70,2.23,0.00,1.41
33.753,2.23,0.00,1.70,2.23,0.00,1.41
33.754,2.23,0.00,1.70,2.23,0.00,1.41
33.755,2.23,0.00,1.70,2.23,0.00,1.41
33.756,2.23,0.00,1.70,2.23,0.00,1.41
33.757,2.23,0.00,1.70,2.23,0.00,1.41
33.758,2.23,0.00,1.70,2.23,0.00,1.41
33.759,2.23,0.00,1.70,2.23,0.00,1.41
33.760,2.23,0.00,1.70,2.23,0.00,1.41
33.761,2.23,0.00,1.69,2.23,0.00,1.41
33.762,2.23,0.00,1.69,2.23,0.00,1.41
33.763,2.23,0.00,1.69,2.23,0.00,1.40
33.764,2.23,0.00,1.69,2.23,0.00,1.40
33.765,2.23,0.00,1.69,2.23,0.00,1.40
33.766,2.23,0.00,1.69,2.23,0.00,1.40
33.767,2.23,0.00,1.69,2.23,0.00,1.40
33.768,2.23,0.00,1.69,2.23,0.00,1.40
33.769,2.23,0.00,1.69,2.23,0.00,1.40
33.770,2.23,0.00,1.69,2.23,0.00,1.40
33.771,2.23,0.00,1.69,2.23,0.00,1.40
33.772,2.23,0.00,1.69,2.23,0.00,1.40
33.773,2.23,0.00,1.69,2.23,0.00,1.40
33.774,2.23,0.00,1.69,2.23,0.00,1.40
33.775,2.23,0.00,1.69,2.23,0.00,1.40
33.776,2.23,0.00,1.69,2.23,0.00,1.40
33.777,2.23,0.00,1.69,2.23,0.00,1.40
33.778,2.23,0.00,1.69,2.23,0.00,1.40
33.779,2.23,0.00,1.69,2.23,0.00,1.40
33.780,2.23,0.00,1.69,2.23,0.00,1.40
33.781,2.23,0.00,1.69,2.23,0.00,1.40
33.782,2.23,0.00,1.69,2.23,0.00,1.40
33.783,2.23,0.00,1.69,2.23,0.00,1.40
33.784,2.23,0.00,1.69,2.23,0.00,1.40
33.785,2.23,0.00,1.69,2.23,0.00,1.40
33.786,2.23,0.00,1.69,2.23,0.00,1.40
33.787,2.23,0.00,1.69,2.23,0.00,1.40
33.788,2.23,0.00,1.69,2.23,0.00,1.40
33.789,2.23,0.00,1.69,2.23,0.00,1.40
33.790,2.23,0.00,1.69,2.23,0.00,1.40
33.791,2.23,0.00,1.69,2.23,0.00,1.40
33.792,2.23,0.00,1.69,2.23,0.00,1.40
33.793,2.23,0.00,1.69,2.23,0.00,1.40
33.794,2.23,0.00,1.69,2.23,0.00,1.40
33.795,2.23,0.00,1.69,2.23,0.00,1.40
33.796,2.23,0.00,1.69,2.23,0.00,1.40
33.797,2.23,0.00,1.69,2.23,0.00,1.40
33.798,2.23,0.00,1.69,2.23,0.00,1.40
33.799,2.23,0.00,1.69,2.23,0.00,1.40
33.800,2.23,0.00,1.69,2.23,0.00,1.40
33.801,2.23,0.00,1.69,2.23,0.00,1.40
33.802,2.23,0.00,1.69,2.23,0.00,1.40
33.803,2.23,0.00,1.69,2.23,0.00,1.40
33.804,2.23,0.00,1.69,2.23,0.00,1.40
33.805,2.23,0.00,1.69,2.23,0.00,1.40
33.806,2.23,0.00,1.69,2.23,0.00,1.40
33.807,2.23,0.00,1.69,2.23,0.00,1.40
33.808,2.23,0.00,1.69,2.23,0.00,1.40
33.809,2.23,0.00,1.69,2.23,0.00,1.40
33.810,2.23,0.00,1.69,2.23,0.00,1.40
33.811,2.23,0.00,1.69,2.23,0.00,1.40
33.812,2.23,0.00,1.69,2.23,0.00,1.40
33.813,2.23,0.00,1.69,2.23,0.00,1.40
33.814,2.23,0.00,1.69,2.23,0.00,1.40
33.815,2.23,0.00,1.69,2.23,0.00,1.40
33.816,2.23,0.00,1.69,2.23,0.00,1.40
33.817,2.22,0.00,1.69,2.23,0.00,1.40
33.818,2.22,0.00,1.69,2.23,0.00,1.40
33.819,2.22,0.00,1.69,2.23,0.00,1.40
33.820,2.22,0.00,1.69,2.23,0.00,1.40
33.821,2.22,0.00,1.69,2.23,0.00,1.40
33.822,2.22,0.00,1.69,2.23,0.00,1.40
33.823,2.22,0.00,1.69,2.23,0.00,1.40
33.824,2.22,0.00,1.69,2.23,0.00,1.40
33.825,2.22,0.00,1.69,2.23,0.00,1.40
33.826,2.22,0.00,1.69,2.23,0.00,1.40
33.827,2.22,0.00,1.69,2.23,0.00,1.40
33.828,2.22,0.00,1.69,2.23,0.00,1.40
33.829,2.22,0.00,1.69,2.23,0.00,1.40
33.830,2.22,0.00,1.69,2.23,0.00,1.40
33.831,2.22,0.00,1.69,2.23,0.00,1.40
33.832,2.22,0.00,1.69,2.23,0.00,1.40
33.833,2.22,0.00,1.69,2.23,0.00,1.40
33.834,2.22,0.00,1.69,2.23,0.00,1.40
33.835,2.22,0.00,1.68,2.23,0.00,1.40
33.836,2.22,0.00,1.68,2.23,0.00,1.40
33.837,2.22,0.00,1.68,2.23,0.00,1.40
33.838,2.22,0.00,1.68,2.23,0.00,1.40
33.839,2.22,0.00,1.68,2.23,0.00,1.40
33.840,2.22,0.00,1.68,2.23,0.00,1.40
33.841,2.22,0.00,1.68,2.23,0.00,1.40
33.842,2.22,0.00,1.68,2.23,0.00,1.40
33.843,2.22,0.00,1.68,2.23,0.00,1.40
33.844,2.22,0.00,1.68,2.23,0.00,1.40
33.845,2.22,0.00,1.68,2.23,0.00,1.40
33.846,2.22,0.00,1.68,2.23,0.00,1.40
33.847,2.22,0.00,1.68,2.23,0.00,1.40
33.848,2.22,0.00,1.68,2.23,0.00,1.40
33.849,2.22,0.00,1.68,2.22,0.00,1.40
33.850,2.22,0.00,1.68,2.22,0.00,1.40
33.851,2.22,0.00,1.68,2.22,0.00,1.40
33.852,2.22,0.00,1.68,2.22,0.00,1.39
33.853,2.22,0.00,1.68,2.22,0.00,1.39
33.854,2.22,0.00,1.68,2.22,0.00,1.39
33.855,2.22,0.00,1.68,2.22,0.00,1.39
33.856,2.22,0.00,1.68,2.22,0.00,1.39
33.857,2.22,0.00,1.68,2.22,0.00,1.39
33.858,2.22,0.00,1.68,2.22,0.00,1.39
33.859,2.22,0.00,1.68,2.22,0.00,1.39
33.860,2.22,0.00,1.68,2.22,0.00,1.39
33.861,2.22,0.00,1.68,2.22,0.00,1.39
33.862,2.22,0.00,1.68,2.22,0.00,1.39
33.863,2.22,0.00,1.68,2.22,0.00,1.39
33.864,2.22,0.00,1.68,2.22,0.00,1.39
33.865,2.22,0.00,1.68,2.22,0.00,1.39
33.866,2.22,0.00,1.68,2.22,0.00,1.39
33.867,2.22,0.00,1.68,2.22,0.00,1.39
33.868,2.22,0.00,1.68,2.22,0.00,1.39
33.869,2.22,0.00,1.68,2.22,0.00,1.39
33.870,2.22,0.00,1.68,2.22,0.00,1.39
33.871,2.22,0.00,1.68,2.22,0.00,1.39
33.872,2.22,0.00,1.68,2.22,0.00,1.39
33.873,2.22,0.00,1.68,2.22,0.00,1.39
33.874,2.22,0.00,1.68,2.22,0.00,1.39
33.875,2.22,0.00,1.68,2.22,0.00,1.39
33.876,2.22,0.00,1.68,2.22,0.00,1.39
33.877,2.22,0.00,1.68,2.22,0.00,1.39
33.878,2.22,0.00,1.68,2.22,0.00,1.39
33.879,2.22,0.00,1.68,2.22,0.00,1.39
33.880,2.22,0.00,1.68,2.22,0.00,1.39
33.881,2.22,0.00,1.68,2.22,0.00,1.39
33.882,2.22,0.00,1.68,2.22,0.00,1.39
33.883,2.22,0.00,1.68,2.22,0.00,1.39
33.884,2.22,0.00,1.68,2.22,0.00,1.39
33.885,2.22,0.00,1.68,2.22,0.00,1.39
33.886,2.22,0.00,1.68,2.22,0.00,1.39
33.887,2.22,0.00,1.68,2.22,0.00,1.39
33.888,2.22,0.00,1.68,2.22,0.00,1.39
33.889,2.22,0.00,1.68,2.22,0.00,1.39
33.890,2.22,0.00,1.68,2.22,0.00,1.39
33.891,2.22,0.00,1.68,2.22,0.00,1.39
33.892,2.22,0.00,1.68,2.22,0.00,1.39
33.893,2.22,0.00,1.68,2.22,0.00,1.39
33.894,2.22,0.00,1.68,2.22,0.00,1.39
